basDt,srtnCd,isinCd,itmsNm,mrktCtg,clpr,vs,fltRt,mkp,hipr,lopr,trqu,trPrc,lstgStCnt,mrktTotAmt
20260901,024950,KR7024950008,삼천리자전거,KOSDAQ,4655,15,.32,4640,4675,4600,23171,107438274,12400000,57722000000
20260901,025000,KR7025000001,KPX케미칼,KOSPI,55100,-500,-.9,56200,56200,54600,3055,168320700,4378709,241266865900
20260901,025320,KR7025320003,시노펙스,KOSDAQ,4000,5,.13,4155,4155,3970,638230,2578551381,92202203,368808812000
20260901,025440,KR7025440009,DH오토웨어,KOSDAQ,3425,-25,-.72,3445,3445,3350,1344,4538570,9756244,33415135700
20260901,025530,KR7025530007,SJM홀딩스,KOSPI,3620,0,0,3620,3650,3590,7886,28518595,14934008,54061108960
20260901,025540,KR7025540006,한국단자,KOSPI,55500,700,1.28,54800,56100,54300,27218,1507461600,10115000,561382500000
20260901,025550,KR7025550005,한국선재,KOSDAQ,2175,-15,-.68,2190,2205,2165,35241,76805735,25514004,55492958700
20260901,025560,KR7025560004,미래산업,KOSPI,6500,-80,-1.22,6580,6590,6300,379145,2431747475,27778678,180561407000
20260901,025620,KR7025620006,차AI헬스케어,KOSPI,5020,-180,-3.46,5300,5600,4960,15672,80056155,18203973,91383944460
20260901,025750,KR7025750001,한솔홈데코,KOSPI,1915,-1,-.05,1916,1924,1884,16220,30855737,16113029,30856450535
20260901,025770,KR7025770009,한국정보통신,KOSDAQ,8050,50,.63,8050,8080,7900,10928,86902330,37444271,301426381550
20260901,025820,KR7025820002,이구산업,KOSPI,4410,-70,-1.56,4480,4530,4350,142293,630460912,33442000,147479220000
20260901,025860,KR7025860008,남해화학,KOSPI,6480,170,2.69,6360,6560,6320,625363,4037047335,49678843,321918902640
20260901,025870,KR7025870007,신라에스지,KOSDAQ,1993,-302,-13.16,2295,2295,1969,62247,126860057,4000000,7972000000
20260901,025880,KR7025880006,케이씨피드,KOSDAQ,2390,5,.21,2415,2415,2355,59143,140248754,16715858,39950900620
20260901,025890,KR7025890005,한국주강,KOSPI,2530,25,1,2480,2530,2480,8603,21631505,11144616,28195878480
20260901,025900,KR7025900002,동화기업,KOSDAQ,7450,-330,-4.24,7730,7810,7420,135524,1027535500,50557285,376651773250
20260901,025950,KR7025950007,동신건설,KOSDAQ,10380,-50,-.48,10430,10560,10150,20712,213371205,8400000,87192000000
20260901,025980,KR7025980004,아난티,KOSDAQ,5340,190,3.69,5130,5540,5020,9783548,52246571190,97300990,519587286600
20260901,026040,KR7026040006,제이에스티나,KOSDAQ,2225,195,9.61,2030,2385,1971,773218,1720324987,16503790,36720932750
20260901,026150,KR7026150003,특수건설,KOSDAQ,3850,-50,-1.28,3900,3950,3815,16113,61972867,17546331,67553374350
20260901,026890,KR7026890004,스틱인베스트먼트,KOSPI,8480,-20,-.24,8440,8570,8420,53899,457188270,38770837,328776697760
20260901,026910,KR7026910000,광진실업,KOSDAQ,3580,-20,-.56,3575,3635,3250,63324,219108540,7928326,28383407080
20260901,026940,KR7026940007,부국철강,KOSPI,2155,-10,-.46,2195,2210,2105,272706,585993450,20000000,43100000000
20260901,026960,KR7026960005,동서,KOSPI,25650,-200,-.77,25600,25850,25400,63183,1616644950,99700000,2557305000000
20260901,027040,KR7027040005,서울전자통신,KOSDAQ,1935,-7,-.36,1942,2085,1918,55151,108922938,13917769,26930883015
20260901,027050,KR7027050004,코리아나,KOSDAQ,1408,-14,-.98,1424,1424,1399,64283,90291622,40000000,56320000000
20260901,027360,KR7027360007,아주IB투자,KOSDAQ,3260,-100,-2.98,3360,3375,3160,1545268,4985480119,121145406,394934023560
20260901,027410,KR7027410000,BGF,KOSPI,3930,5,.13,3890,3950,3880,54903,214407885,95716791,376166988630
20260901,027580,KR7027580000,상보,KOSDAQ,1630,9,.56,1639,1787,1621,43437,72373711,11836255,19293095650
20260901,027710,KR7027710003,팜스토리,KOSDAQ,1084,-6,-.55,1090,1093,1078,147257,159476355,111416600,120775594400
20260901,027740,KR7027740000,마니커,KOSPI,1566,42,2.76,1513,1570,1503,220577,341176327,31755614,49729291524
20260901,027830,KR7027830009,대성창투,KOSDAQ,930,-16,-1.69,944,955,915,47212,43957142,54000000,50220000000
20260901,027970,KR7027970003,한국제지,KOSPI,2740,-25,-.9,2775,2780,2725,11625,31831530,38030144,104202594560
20260901,028050,KR7028050003,삼성E&A,KOSPI,45800,-1300,-2.76,46750,47000,45250,939375,43107140175,196000000,8976800000000
20260901,028080,KR7028080000,휴맥스홀딩스,KOSDAQ,5080,90,1.8,4990,5140,4880,2952,14973455,2530346,12854157680
20260901,028100,KR7028100006,동아지질,KOSPI,17680,60,.34,17690,17690,17370,16296,287035570,11222117,198407028560
20260901,028260,KR7028260008,삼성물산,KOSPI,390500,14000,3.72,374000,392000,369500,300801,115761209250,162167581,63326440380500
20260901,02826K,KR702826K016,삼성물산우B,KOSPI,248500,8500,3.54,240500,249500,235000,4600,1122549500,1467590,364696115000
20260901,028300,KR7028300002,HLB,KOSDAQ,34050,-1550,-4.35,38500,38800,34050,1978375,70286608400,133198223,4535399493150
20260901,028670,KR7028670008,팬오션,KOSPI,5600,-70,-1.23,5670,5860,5490,3288729,18422226735,534569512,2993589267200
20260901,029460,KR7029460003,케이씨,KOSPI,39150,-1850,-4.51,41000,41000,38100,26345,1031034800,11020535,431453945250
20260901,029480,KR7029480001,광무,KOSDAQ,1484,-9,-.6,1493,1520,1472,26670,39888994,59719132,88623191888
20260901,029530,KR7029530003,신도리코,KOSPI,41050,400,.98,40650,41300,40650,3694,151164100,9715729,398830675450
20260901,029780,KR7029780004,삼성카드,KOSPI,46050,-900,-1.92,46600,46800,45850,146208,6744570100,115858891,5335301930550
20260901,030000,KR7030000004,제일기획,KOSPI,19180,-10,-.05,19240,19360,19130,158939,3056047440,115041225,2206490695500
20260901,030190,KR7030190003,NICE평가정보,KOSPI,16080,50,.31,15960,16390,15960,242589,3910958670,58911527,947297354160
20260901,030200,KR7030200000,KT,KOSPI,54000,600,1.12,53100,54000,53100,138182,7405356798,252021685,13609170990000
20260901,030210,KR7030210009,다올투자증권,KOSPI,3915,95,2.49,3830,3915,3820,54854,212392460,60911106,238466979990
20260901,030350,KR7030350003,드래곤플라이,KOSDAQ,973,0,0,0,0,0,0,0,15592079,15171092867
20260901,030520,KR7030520001,한컴,KOSDAQ,17990,-10,-.06,17840,18290,17840,133595,2408006535,24179744,434993594560
20260901,030530,KR7030530000,원익홀딩스,KOSDAQ,17730,-1050,-5.59,18600,18920,17730,902012,16223315295,77237981,1369429403130
20260901,030610,KR7030610000,교보증권,KOSPI,10330,140,1.37,10260,10350,10120,25788,264495250,113962961,1177237387130
20260901,030720,KR7030720007,동원수산,KOSPI,5510,90,1.66,5100,5530,5030,112315,598201160,4653805,25642465550
20260901,030960,KR7030960009,양지사,KOSDAQ,4520,0,0,4520,4530,4470,14731,66435620,15980000,72229600000
20260901,031210,KR7031210008,서울보증보험,KOSPI,43650,150,.34,43450,44150,42800,19970,873124100,69821598,3047712752700
20260901,031310,KR7031310006,아이즈비전,KOSDAQ,971,21,2.21,949,983,949,43756,42091355,29746651,28883998121
20260901,031330,KR7031330004,에스에이엠티,KOSDAQ,8100,0,0,8100,8150,7870,424532,3397451860,99995067,809960042700
20260901,031430,KR7031430002,신세계인터내셔날,KOSPI,10850,20,.18,10910,11050,10670,57749,624061340,34986000,379598100000
20260901,031510,KR7031510001,오스템,KOSDAQ,1096,-6,-.54,1102,1109,1053,115822,126260756,28000000,30688000000
20260901,031820,KR7031820004,아이티센씨티에스,KOSPI,5920,0,0,5920,5970,5800,55857,327797385,12105146,71662464320
20260901,031860,KR7031860000,디에이치엑스컴퍼니,KOSDAQ,6930,0,0,0,0,0,0,0,2700542,18714756060
20260901,031980,KR7031980006,피에스케이홀딩스,KOSDAQ,123200,-1600,-1.28,122300,125400,120200,78615,9673549950,21562395,2656487064000
20260901,032080,KR7032080004,아즈텍WB,KOSDAQ,1073,9,.85,1064,1076,1049,2579,2746540,21491029,23059874117
20260901,032190,KR7032190001,다우데이타,KOSDAQ,20200,50,.25,20150,20400,19980,48766,982226395,38300000,773660000000
20260901,032280,KR7032280000,삼일,KOSDAQ,1362,33,2.48,1340,1365,1329,28747,38865805,16213590,22082909580
20260901,032300,KR7032300006,한국파마,KOSDAQ,7990,40,.5,7990,8020,7830,4398,34848980,10906701,87144540990
20260901,032350,KR7032350001,롯데관광개발,KOSPI,13190,-90,-.68,13400,13480,12820,235091,3066983560,79725458,1051578791020
20260901,032500,KR7032500001,케이엠더블유,KOSDAQ,14620,-590,-3.88,14830,14970,14330,229687,3334480870,42191701,616842668620
20260901,032540,KR7032540007,TJ미디어,KOSDAQ,3110,-20,-.64,3120,3120,3080,885,2745940,20897413,64990954430
20260901,032560,KR7032560005,황금에스티,KOSPI,5670,-10,-.18,5630,5720,5630,12247,69248460,17000000,96390000000
20260901,032580,KR7032580003,피델릭스,KOSDAQ,4710,-115,-2.38,4785,5050,4650,809187,3893561023,33132064,156052021440
20260901,032620,KR7032620007,GC메디아이,KOSDAQ,3110,-5,-.16,3095,3125,3080,41899,129708055,52197139,162333102290
20260901,032640,KR7032640005,LG유플러스,KOSPI,15220,230,1.53,14890,15230,14890,604927,9166473025,424427732,6459790081040
20260901,032680,KR7032680001,소프트센,KOSDAQ,953,3,.32,957,958,917,43765,41211725,20855881,19875654593
20260901,032685,KR7032681009,소프트센우,KOSDAQ,8700,-20,-.23,8600,8820,8600,3053,26420560,71362,620849400
20260901,032750,KR7032750002,삼진,KOSDAQ,2975,-60,-1.98,3060,3060,2975,14341,43230040,9031122,26867587950
20260901,032790,KR7032790008,엠젠솔루션,KOSDAQ,1178,-2,-.17,1200,1200,1102,38548,44381407,25680106,30251164868
20260901,032800,KR7032800005,판타지오,KOSDAQ,1530,-10,-.65,1540,1540,1501,3473,5329632,15107024,23113746720
20260901,032820,KR7032820003,우리기술,KOSDAQ,10750,-850,-7.33,11600,11610,10550,4242963,45518836865,172784612,1857434579000
20260901,032830,KR7032830002,삼성생명,KOSPI,309500,3500,1.14,300000,310500,296000,306643,93625284000,200000000,61900000000000
20260901,032850,KR7032850000,비트컴퓨터,KOSDAQ,3945,-55,-1.38,3995,3995,3905,24825,97604360,16623293,65578890885
20260901,032860,KR7032860009,더라미,KOSDAQ,2770,-570,-17.07,3315,3315,2730,135031,396868280,8079172,22379306440
20260901,032940,KR7032940009,원익,KOSDAQ,7600,-400,-5,8100,8700,7550,5296962,43654920380,18193181,138268175600
20260901,032960,KR7032960007,동일기연,KOSDAQ,2050,10,.49,2040,2050,2000,4978,10076410,17592975,36065598750
20260901,033050,KR7033050006,제이엠아이,KOSDAQ,836,-7,-.83,850,850,824,27000,22447456,31839328,26617678208
20260901,033100,KR7033100009,제룡전기,KOSDAQ,46300,-1250,-2.63,47600,47650,46150,88720,4135935075,16062409,743689536700
20260901,033130,KR7033130006,디지틀조선,KOSDAQ,1946,17,.88,1931,1956,1925,24049,46815281,37115267,72226309582
20260901,033160,KR7033160003,엠케이전자,KOSDAQ,14100,-140,-.98,14260,14410,13600,415120,5812172610,24564058,346353217800
20260901,033170,KR7033170002,시그네틱스,KOSDAQ,1986,-74,-3.59,2040,2045,1979,78876,157585117,17145663,34051286718
20260901,033200,KR7033200007,모아텍,KOSDAQ,2535,10,.4,2525,2535,2500,606,1527205,9204529,23333481015
20260901,033230,KR7033230004,인성정보,KOSDAQ,1135,-9,-.79,1162,1162,1112,106422,120099981,50515380,57334956300
20260901,033240,KR7033240003,자화전자,KOSPI,30000,-250,-.83,30700,30700,29000,70479,2087619225,21605502,648165060000
20260901,033250,KR7033250002,체시스,KOSPI,4670,10,.21,4700,4800,4630,64148,303089755,6400000,29888000000
20260901,033270,KR7033270000,유나이티드제약,KOSPI,18160,380,2.14,17800,18290,17800,33505,604469265,15910775,288939674000
20260901,033290,KR7033290008,로젠,KOSDAQ,1521,-5,-.33,1530,1530,1509,14101,21371880,56156301,85413733821
20260901,033310,KR7033310004,엠투엔,KOSDAQ,1445,-1,-.07,1446,1454,1416,55042,78984685,39972456,57760198920
20260901,033320,KR7033320003,제이씨현시스템,KOSDAQ,3125,-25,-.79,3145,3160,3085,34444,107287965,19114432,59732600000
20260901,033340,KR7033340001,좋은사람들,KOSDAQ,481,88,22.39,394,510,385,22790505,10673702291,96950558,46633218398
20260901,033500,KR7033500000,동성화인텍,KOSDAQ,17750,-270,-1.5,17940,18190,17590,77670,1379879815,29989494,532313518500
20260901,033530,KR7033530007,SJG세종,KOSPI,7030,20,.29,7010,7100,6830,31661,221658610,27052299,190177661970
20260901,033540,KR7033540006,파라텍,KOSDAQ,3370,80,2.43,3290,3385,3215,15662,51416020,10449266,35214026420
20260901,033560,KR7033560004,블루콤,KOSDAQ,4660,-65,-1.38,4690,4785,4460,15030,69516410,17100000,79686000000
20260901,033640,KR7033640004,네패스,KOSDAQ,22650,-50,-.22,22500,22950,21800,79913,1788878550,23059202,522290925300
20260901,033780,KR7033780008,KT&G,KOSPI,174900,-3200,-1.8,175400,176900,174200,114540,20063662900,103810456,18156448754400
20260901,033790,KR7033790007,피노,KOSDAQ,8280,430,5.48,7980,8770,7730,5955413,49673225550,83321887,689905224360
20260901,033830,KR7033830001,티비씨,KOSDAQ,1670,0,0,1625,1689,1625,21909,36607202,18907130,31574907100
20260901,033920,KR7033920000,무학,KOSPI,7900,-40,-.5,7940,7950,7800,16825,132198425,28500000,225150000000
20260901,034020,KR7034020008,두산에너빌리티,KOSPI,81400,-1100,-1.33,82600,83100,80100,1522827,123638000600,640561146,52141677284400
20260901,034120,KR7034120006,SBS,KOSPI,12340,120,.98,12130,12340,12070,6185,75506730,18551238,228922276920
20260901,034220,KR7034220004,LG디스플레이,KOSPI,9280,-160,-1.69,9440,9750,9210,5382723,50806839570,500000000,4640000000000
20260901,034230,KR7034230003,파라다이스,KOSPI,10210,10,.1,10220,10400,9970,423675,4313234310,92629382,945745990220
20260901,034310,KR7034310003,NICE,KOSPI,13250,50,.38,13200,13320,13060,46727,614866870,36757157,487032330250
20260901,034590,KR7034590000,인천도시가스,KOSPI,26750,100,.38,26750,26750,26600,1156,30887400,4374754,117024669500
20260901,034730,KR7034730002,SK,KOSPI,586000,41000,7.52,543000,587000,539000,166124,95263763000,72502703,42486583958000
20260901,03473K,KR703473K016,SK우,KOSPI,415000,21500,5.46,393500,429000,388000,3751,1566778500,566135,234946025000
20260901,034810,KR7034810002,해성산업,KOSDAQ,6160,-20,-.32,6170,6190,5990,62285,377433605,31580152,194533736320
20260901,03481K,KR703481K019,해성산업1우,KOSDAQ,6150,100,1.65,6050,6200,6050,202,1230260,1377453,8471335950
20260901,034830,KR7034830000,한국토지신탁,KOSPI,1180,16,1.37,1169,1180,1159,364404,424738727,252489230,297937291400
20260901,034940,KR7034940007,조아제약,KOSDAQ,2945,5,.17,2940,3355,2930,466028,1428003564,6195965,18247116925
20260901,034950,KR7034950006,한국기업평가,KOSDAQ,105000,1200,1.16,104900,105000,103900,1007,105400000,4540514,476753970000
20260901,035000,KR7035000009,HS애드,KOSPI,6520,90,1.4,6440,6520,6420,47520,307237495,16207644,105673838880
20260901,035080,KR7035080001,그래디언트,KOSDAQ,11890,-70,-.59,11920,11950,11770,19561,232054160,11431284,135917966760
20260901,035150,KR7035150002,백산,KOSPI,10950,90,.83,10800,10970,10760,9325,101236850,19771079,216493315050
20260901,035200,KR7035200005,프럼파스트,KOSDAQ,2760,30,1.1,2705,2760,2680,16904,45832940,9219981,25447147560
20260901,035250,KR7035250000,강원랜드,KOSPI,14750,100,.68,14610,14810,14560,196382,2887474245,213940500,3155622375000
20260901,035290,KR7035290006,골드앤에스,KOSDAQ,2705,190,7.55,2485,2975,2445,161577,444378616,4767648,12896487840
20260901,035420,KR7035420009,NAVER,KOSPI,215000,-2000,-.92,217000,218500,213500,382061,82408444750,152076491,32696445565000
20260901,035460,KR7035460005,기산텔레콤,KOSDAQ,2395,-5,-.21,2400,2425,2360,32099,76820316,14920340,35734214300
20260901,035510,KR7035510007,신세계 I&C,KOSPI,13170,-190,-1.42,13200,13340,13050,28257,372523105,13980900,184128453000
20260901,035600,KR7035600006,KG이니시스,KOSDAQ,10610,100,.95,10630,10650,10420,41365,435594200,27554434,292352544740
20260901,035610,KR7035610005,솔본,KOSDAQ,4980,-60,-1.19,5040,5070,4980,14600,73336405,27345997,136183065060
20260901,035620,KR7035620004,바른손이앤에이,KOSDAQ,707,8,1.14,707,779,706,43659,31212765,18609918,13157212026
20260901,035720,KR7035720002,카카오,KOSPI,36500,-50,-.14,36200,37100,36200,1086928,39762053525,442981070,16168809055000
20260901,035760,KR7035760008,CJ ENM,KOSDAQ,33950,50,.15,33400,34800,33300,85701,2916308350,21929154,744494778300
20260901,035810,KR7035810001,이지홀딩스,KOSDAQ,4680,40,.86,4605,4695,4605,192996,901254180,64516185,301935745800
20260901,035890,KR7035890003,서희건설,KOSDAQ,2260,-30,-1.31,2325,2325,2230,191328,432778803,207588536,469150091360
20260901,035900,KR7035900000,JYP Ent.,KOSDAQ,39700,-150,-.38,39500,40350,39450,147852,5883106600,35532492,1410639932400
20260901,036000,KR7036000008,예림당,KOSDAQ,2995,65,2.22,2925,2995,2920,15443,45522827,23034277,68987659615
20260901,036010,KR7036010007,아비코전자,KOSDAQ,6910,-140,-1.99,6970,7110,6850,60337,417426475,13292934,91854173940
20260901,036030,KR7036030005,케이티알파,KOSDAQ,4700,5,.11,4695,4705,4660,15120,70867942,49019141,230389962700
20260901,036090,KR7036090009,위지트,KOSDAQ,1323,-12,-.9,1350,1350,1304,102338,134559774,42550514,56294330022
20260901,036120,KR7036120004,서울평가정보,KOSDAQ,1624,32,2.01,1592,1627,1588,98634,159619833,35145000,57075480000
20260901,036170,KR7036170009,에이치엠넥스,KOSDAQ,2275,-15,-.66,2300,2335,2215,149387,336171029,61365626,139606799150
20260901,036190,KR7036190007,금화피에스시,KOSDAQ,34650,0,0,35050,35050,34100,3242,111507400,6000000,207900000000
20260901,036200,KR7036200004,유니셈,KOSDAQ,8960,-80,-.88,8910,9030,8760,111954,994242735,30664223,274751438080
20260901,036220,KR7036220002,오상헬스케어,KOSDAQ,6780,-130,-1.88,6910,6910,6640,6130,41119190,14309416,97017840480
20260901,036420,KR7036420008,콘텐트리중앙,KOSPI,1597,-11,-.68,1606,1606,1558,25133,39479046,19262308,30761905876
20260901,036460,KR7036460004,한국가스공사,KOSPI,37500,50,.13,37100,37850,37100,99593,3727673950,92313000,3461737500000
20260901,036480,KR7036480002,대성미생물,KOSDAQ,6220,-40,-.64,6170,6410,6170,279,1734210,3800000,23636000000
20260901,036530,KR7036530004,SNT홀딩스,KOSPI,45750,-100,-.22,45850,46250,45400,8088,370786700,16303886,745902784500
20260901,036540,KR7036540003,SFA반도체,KOSDAQ,5860,160,2.81,5790,6050,5650,2141642,12501506350,164460303,963737375580
20260901,036560,KR7036560001,KZ정밀,KOSDAQ,12280,-90,-.73,12370,12440,12210,3361,41178560,15750000,193410000000
20260901,036570,KR7036570000,NC,KOSPI,224000,-500,-.22,222000,228000,221500,43974,9842327500,21544022,4825860928000
20260901,036580,KR7036580009,팜스코,KOSPI,2525,-10,-.39,2545,2580,2470,12742,32079665,36727943,92738056075
20260901,036620,KR7036620003,감성코퍼레이션,KOSDAQ,3775,0,0,3735,3800,3625,537521,1991536102,89862944,339232613600
20260901,036630,KR7036630002,세종텔레콤,KOSDAQ,8330,-170,-2,8500,8700,8080,5520,45513500,14000000,116620000000
20260901,036640,KR7036640001,HRS,KOSDAQ,4940,-30,-.6,4980,4980,4900,11382,56110187,16354800,80792712000
20260901,036670,KR7036670008,삼양케이씨아이,KOSDAQ,5130,-40,-.77,5170,5170,5120,3483,17961420,10760200,55199826000
20260901,036690,KR7036690006,코맥스,KOSDAQ,2885,0,0,0,0,0,0,0,43567455,125692107675
20260901,036710,KR7036710002,심텍홀딩스,KOSDAQ,4090,-65,-1.56,4115,4115,3950,102313,413275293,52827754,216065513860
20260901,036800,KR7036800001,나이스정보통신,KOSDAQ,7960,460,6.13,7510,8060,7470,356116,2800734315,45500000,362180000000
20260901,036810,KR7036810000,에프에스티,KOSDAQ,28100,1200,4.46,26350,28250,25500,242783,6546314700,21649789,608359070900
20260901,036830,KR7036830008,솔브레인홀딩스,KOSDAQ,44000,300,.69,44900,45800,43750,80487,3588435100,20503981,902175164000
20260901,036890,KR7036890002,진성티이씨,KOSDAQ,12940,-10,-.08,13000,13150,12830,34817,450512155,22032623,285102141620
20260901,036930,KR7036930006,주성엔지니어링,KOSDAQ,173000,-4000,-2.26,175600,177700,171800,418115,72658653900,46481121,8041233933000
20260901,037030,KR7037030004,파워넷,KOSDAQ,3240,-50,-1.52,3270,3290,3160,219730,705650135,25512992,82662094080
20260901,037070,KR7037070000,파세코,KOSDAQ,6080,30,.5,6000,6180,6000,172839,1053906165,20000000,121600000000
20260901,037230,KR7037230000,한국팩키지,KOSDAQ,1398,-16,-1.13,1422,1422,1394,12497,17494097,29800327,41660857146
20260901,037270,KR7037270006,YG PLUS,KOSPI,3215,-5,-.16,3190,3250,3170,102442,327380610,63663110,204676898650
20260901,037330,KR7037330008,인지디스플레,KOSDAQ,719,1,.14,710,747,689,110131,78683888,43885224,31553476056
20260901,037350,KR7037350006,성도이엔지,KOSDAQ,7300,-170,-2.28,7470,7490,7230,124379,908602890,15210000,111033000000
20260901,037370,KR7037370004,EG,KOSDAQ,3700,90,2.49,3485,3885,3485,9002,32854575,8624972,31912396400
20260901,037400,KR7037400009,우리엔터프라이즈,KOSDAQ,632,0,0,0,0,0,0,0,26223346,16573154672
20260901,037440,KR7037440005,희림,KOSDAQ,4180,-80,-1.88,4245,4245,4080,277516,1147789345,13922475,58195945500
20260901,037460,KR7037460003,삼지전자,KOSDAQ,30800,0,0,30800,30950,30150,38052,1165351900,16318522,502610477600
20260901,037560,KR7037560000,LG헬로비전,KOSPI,1648,7,.43,1629,1648,1626,58190,95172547,77446865,127632433520
20260901,037710,KR7037710001,광주신세계,KOSPI,37000,-100,-.27,36750,37000,36300,28328,1038368250,7627172,282205364000
20260901,037760,KR7037760006,쎄니트,KOSDAQ,2390,-5,-.21,2390,2400,2365,26218,62758605,33832921,80860681190
20260901,037950,KR7037950003,엘컴텍,KOSDAQ,2890,10,.35,2920,2920,2805,10438,30033200,16889503,48810663670
20260901,038010,KR7038010005,제일테크노스,KOSDAQ,5530,40,.73,5560,5560,5420,7225,39374740,9000000,49770000000
20260901,038060,KR7038060000,루멘스,KOSDAQ,849,-13,-1.51,880,880,847,76965,65763929,48103069,40839505581
20260901,038070,KR7038070009,서린바이오,KOSDAQ,4355,-25,-.57,4345,4390,4260,27738,118843952,9300676,40504443980
20260901,038110,KR7038110003,에코플라스틱,KOSDAQ,2020,26,1.3,1989,2025,1960,141301,281238969,41169370,83162127400
20260901,038290,KR7038290003,마크로젠,KOSDAQ,12700,-140,-1.09,12730,13000,12530,19705,248940850,10841400,137685780000
20260901,038390,KR7038390001,레드캡투어,KOSDAQ,10060,30,.3,9930,10070,9930,8744,87722585,16720822,168211469320
20260901,038460,KR7038460002,바이오스마트,KOSDAQ,2715,5,.18,2675,2725,2655,67631,181671715,25274542,68620381530
20260901,038500,KR7038500005,삼표시멘트,KOSDAQ,7560,-230,-2.95,7730,7780,7520,308695,2348585435,107916306,815847273360
20260901,038530,KR7038530002,케이바이오랩스,KOSDAQ,999,0,0,0,0,0,0,0,25890122,25864231878
20260901,038540,KR7038540001,상상인,KOSDAQ,2015,-60,-2.89,2060,2075,2010,13317,27116665,55328313,111486550695
20260901,038620,KR7038620001,위즈코프,KOSDAQ,1980,60,3.13,1920,1984,1863,23293,44503776,15145893,29988868140
20260901,038680,KR7038680005,에스넷,KOSDAQ,4000,-40,-.99,4030,4030,3915,49583,196744525,19912642,79650568000
20260901,038870,KR7038870002,에코심플렉스,KOSDAQ,1842,11,.6,1832,1843,1795,2328,4271385,14014949,25815536058
20260901,038880,KR7038880001,아이에이,KOSDAQ,3050,-35,-1.13,3345,3345,3045,8214,25177511,7514423,22918990150
20260901,038950,KR7038950002,파인디지털,KOSDAQ,3130,25,.81,3105,3220,3105,1010,3143185,10210765,31959694450
20260901,039010,KR7039010004,현대에이치티,KOSDAQ,7590,-30,-.39,7600,7680,7450,13522,102156130,8625000,65463750000
20260901,039020,KR7039020003,이건홀딩스,KOSDAQ,2705,-45,-1.64,2740,2740,2700,16379,44411151,22584709,61091637845
20260901,039030,KR7039030002,이오테크닉스,KOSDAQ,394000,-10000,-2.48,399000,408000,390500,83376,32980450250,12319550,4853902700000
20260901,039130,KR7039130000,하나투어,KOSPI,33200,550,1.68,32500,33300,32400,27720,910889200,15489932,514265742400
20260901,039200,KR7039200001,오스코텍,KOSDAQ,37000,1950,5.56,35150,37200,35150,161788,5897600200,38258176,1415552512000
20260901,039240,KR7039240007,경남스틸,KOSDAQ,1933,0,0,1920,1946,1920,12195,23540109,26979604,52151574532
20260901,039290,KR7039290002,인포뱅크,KOSDAQ,3835,-75,-1.92,3985,3985,3815,1431,5564150,8693978,33341405630
20260901,039310,KR7039310008,세중,KOSDAQ,1413,25,1.8,1388,1433,1374,25915,36146769,18121667,25605915471
20260901,039340,KR7039340005,한국경제TV,KOSDAQ,4880,-40,-.81,4920,4920,4835,53077,257778125,22000000,107360000000
20260901,039420,KR7039420005,케이엘넷,KOSDAQ,2790,15,.54,2750,2790,2700,31918,87126765,22946994,64022113260
20260901,039440,KR7039440003,에스티아이,KOSDAQ,19980,-270,-1.33,20050,20100,19720,44192,878028895,15507047,309830799060
20260901,039490,KR7039490008,키움증권,KOSPI,282000,4500,1.62,278500,284500,273000,58120,16211413000,26228316,7396385112000
20260901,039560,KR7039560008,다산네트웍스,KOSDAQ,2420,-20,-.82,2440,2440,2385,85272,204958768,42888468,103790092560
20260901,039570,KR7039570007,HDC랩스,KOSPI,7670,-10,-.13,7620,7680,7540,3688,28037900,25957601,199094799670
20260901,039610,KR7039610001,화성밸브,KOSDAQ,5670,60,1.07,5550,5680,5470,49457,276736375,10410400,59026968000
20260901,039740,KR7039740006,한국정보공학,KOSDAQ,3095,-70,-2.21,3115,3170,3080,20621,64296150,8018397,24816938715
20260901,039830,KR7039830005,오로라,KOSDAQ,17490,-220,-1.24,17530,17900,17310,12153,212717860,10762890,188242946100
20260901,039840,KR7039840004,디오,KOSDAQ,11070,-90,-.81,11170,11200,10890,12666,139236785,13415828,148513215960
20260901,039860,KR7039860002,나노엔텍,KOSDAQ,4170,245,6.24,3925,4550,3860,1864303,7959295969,38093053,158848031010
20260901,039980,KR7039980008,폴라리스AI,KOSDAQ,5270,-90,-1.68,5350,5420,5220,75769,399751710,14381214,75788997780
20260901,040160,KR7040160004,누리플렉스,KOSDAQ,6700,0,0,6700,6860,6620,7266,48853510,12055535,80772084500
20260901,040300,KR7040300006,YTN,KOSDAQ,1986,-5,-.25,1999,2015,1986,6919,13790821,47676980,94686482280
20260901,040350,KR7040350001,크레오에스지,KOSDAQ,4875,-1585,-24.54,5400,5780,4865,603385,3073062634,19856196,96798955500
20260901,040420,KR7040420002,정상제이엘에스,KOSDAQ,5830,20,.34,5830,5850,5800,10974,63959500,15677552,91400128160
20260901,040610,KR7040610008,SG&G,KOSDAQ,3205,-25,-.77,3250,3250,3180,15315,49017235,17043598,54624731590
20260901,040910,KR7040910002,아이씨디,KOSDAQ,4550,0,0,4520,4590,4490,7035,31916645,18174275,82692951250
20260901,041020,KR7041020009,폴라리스오피스,KOSDAQ,2990,-5,-.17,2975,3030,2945,166674,496589692,49683793,148554541070
20260901,041190,KR7041190000,우리기술투자,KOSDAQ,6190,130,2.15,6160,6300,5950,3865180,23687805955,84000000,519960000000
